Customer ID,Recency,Frequency,Monetary,AvgOrderValue,BasketSize,CustomerLifetime
12346.0,0.8567005826867328,1.2544959545938104,3.186624925127968,5.676269663539654,6.232787136154115,0.7410242685684065
12347.0,-2.1519790306632065,0.8001660338568091,1.297126898401073,0.22544292741127403,0.2948595592813041,0.7428755809729424
12348.0,-0.07913835459246295,0.2992073267345332,0.5581002802090212,0.887117898205505,1.887334394008376,0.7039772192704449
12349.0,-0.9353081791524545,0.07394609082159041,1.1237904757983177,0.37144197424010605,-0.06719544791799874,0.872539350048941
12350.0,0.8245270555146574,-1.058145946714099,-0.7358882665423826,0.08484697279229148,0.17090980535397265,-1.4894068544834864
12351.0,0.9462481612329638,-1.058145946714099,-0.8116432502100952,-0.2704318865664376,0.24687073323266903,-1.4894068544834864
12352.0,-0.540774126845729,1.0480979277381186,0.8062136019330891,0.4736232278042776,-0.3576819901377624,0.6977751919395382
12353.0,0.5572336581134208,-0.5571872395918231,-0.5951168503060144,-0.08300357460604803,-0.11941233976390574,0.49135449504711226
12354.0,0.639341544931368,-1.058145946714099,0.10703478335829149,0.022260622311292978,-0.0835536138765613,-1.4894068544834864
12355.0,0.5877787261013253,-0.5571872395918231,0.013293636149089459,0.44874602337478425,0.49000552752435045,0.6946349789936667
12356.0,-0.8183807704906293,0.48966298795922886,1.386089476166847,1.0245274555065884,0.9724701774611185,0.7419510760855463
12357.0,-0.5950029105353472,-0.20175138038774237,2.1455566904121377,1.405364858885298,0.8922789782384115,0.6967313959514324
12358.0,-2.1519790306632065,0.2992073267345332,1.0298130843193911,1.1694743161753818,0.37797163931898675,0.9644602911894109
12359.0,-0.2415192631816249,1.0480979277381186,1.629548615617157,0.33357957649395903,-0.2852107189376726,0.9359035238412523
12360.0,-0.31029852425924354,0.8001660338568091,1.09460951849595,0.08069856042395972,0.1467168278228716,0.8934465160401082
12361.0,0.7752524807579259,0.07394609082159041,-0.4307250356946276,-0.0387406450304708,-0.21006981418541176,0.7354144182152582
12362.0,-1.9674812683483254,1.15560189306089,1.260787806723553,0.10707539115919869,-0.1783988085816556,0.966996858787752
12363.0,0.16379361762110795,-0.5571872395918231,-0.3755670779485127,0.3108798105598851,0.638570419510739,0.33035575668114636
12364.0,-1.4474112861963695,0.07394609082159041,0.2481418238480768,-0.18674526906859767,0.6372220395775422,0.24239241321805877
12365.0,0.7840984858169682,-0.5571872395918231,-0.26760635016403844,0.53366261129326,-0.2354376278315492,-1.4894068544834864
12366.0,1.2823255604571917,-1.058145946714099,-0.4463819100317048,2.5735130997520157,2.6030298814967057,-1.4894068544834864
12367.0,-1.8243736859341724,-1.058145946714099,-1.225973632136558,-0.19353505777969765,0.5050687470426807,-1.4894068544834864
12368.0,1.2762369843581085,-1.058145946714099,-0.009792819642406811,1.181006339307484,0.6752647666722031,-1.4894068544834864
12369.0,1.0079929186546535,-0.20175138038774237,0.4717159362276892,0.06098035680880307,0.32439636857848775,0.5325518814413911
12370.0,-0.3225146116861712,0.654643185938614,1.1059406575367758,0.17969732110669126,0.28709429760164323,0.9019732104843992
12371.0,-0.40114257027902034,0.2992073267345332,1.0624790099301915,0.3276661761936104,-0.1477876624917424,0.8915936672703842
12372.0,-0.10496702096475002,-0.20175138038774237,0.2398359136370775,0.3557739593412333,0.4724321135673683,0.5259946540442316
12373.0,0.8265858861715248,-0.20175138038774237,0.13851813636300608,0.21748220889473305,0.02488282353309981,0.7039772192704449
12374.0,-0.7670473650770303,0.07394609082159041,0.8406098737166032,0.7773412115268364,0.5520680063844275,0.8679493514460638
12375.0,-1.2629135238814884,-0.5571872395918231,-0.5106045853990369,0.4418330520455619,0.06161912989890944,0.17666849493458123
12376.0,0.9713357875339578,-0.5571872395918231,-0.4422105298820197,0.8607026977187385,0.6830339035467992,-0.23639221453115764
12377.0,0.8347557444111318,0.07394609082159041,0.938921588175991,0.23943461990601425,0.36503637344753637,0.6006668337156272
12378.0,0.2700401175059993,-0.5571872395918231,1.2688254308985092,-0.01567069259298891,0.11628271611116182,0.7695937301276414
12379.0,-0.022632943738098474,0.07394609082159041,0.3994857936487846,0.1037935057740437,0.0189556381896073,0.7863962696008591
12380.0,-0.8456753236698794,1.15560189306089,1.6869004002395795,0.7420710692432372,0.2188201151608897,0.9155705923591563
12381.0,-1.7074462772723475,0.2992073267345332,0.49317018242034116,0.1702511534806595,-0.06635459045467348,0.2794659747903195
12383.0,0.4948562494227654,0.2992073267345332,0.49521628821595803,0.027231327368653833,0.48718787091678084,0.4172868858186437
12384.0,-0.6752731880764764,-0.5571872395918231,-0.33346827262616546,0.19494255555872445,-0.7673021400332901,0.19723245750840013
12385.0,0.9530347346034082,-1.058145946714099,0.5286158674588288,0.5597031742283342,-0.05181595117991645,-1.4894068544834864
