Customer ID,Recency,Frequency,Monetary,AvgOrderValue,BasketSize,CustomerLifetime,Cluster
12346.0,5.7899601708972535,2.5649493574615367,11.258774359980723,7.732839235853306,7.689761393452725,5.993961427306569,2
12347.0,1.0986122886681098,2.19722457733622,8.63663174483544,3.146996804881003,2.638209991617943,5.998936561946683,0
12348.0,4.330733340286331,1.791759469228055,7.6110507905938976,3.703671471582256,3.992970281232109,5.8944028342648505,2
12349.0,2.995732273553991,1.6094379124341005,8.39608488316401,3.2698274608971807,2.330200260027019,6.3473892096560105,0
12350.0,5.739792912179234,0.6931471805599453,5.815323849389109,3.0287118316967807,2.5327626709656355,0.0,1
12351.0,5.929589143389895,0.6931471805599453,5.710195202428391,2.7298116928837226,2.597384633214691,0.0,1
12352.0,3.610917912644224,2.3978952727983707,7.955368966678431,3.3557937098587733,2.083075706794056,5.877735781779639,0
12353.0,5.3230099791384085,1.0986122886681098,6.010678766031786,2.8874972601127347,2.2857779746776643,5.3230099791384085,3
12354.0,5.4510384535657,0.6931471805599453,6.985086621918461,2.97605722432628,2.316283937352208,0.0,1
12355.0,5.3706380281276624,1.0986122886681098,6.854997755239065,3.334864235274561,2.804225807182964,5.869296913133774,3
12356.0,3.1780538303479458,1.9459101490553128,8.76008917268833,3.819275692519208,3.214671193586169,5.996452088619021,0
12357.0,3.5263605246161616,1.3862943611198906,9.814036474622236,4.139678524651032,3.146450428074304,5.87493073085203,0
12358.0,1.0986122886681098,1.791759469228055,8.265668169533484,3.941221132370651,2.708915627378639,6.594413459749778,0
12359.0,4.07753744390572,2.3978952727983707,9.097948527696552,3.237973395719912,2.144728926184846,6.517671272912275,0
12360.0,3.970291913552122,2.19722457733622,8.355589137409874,3.025221725263242,2.5121810677076595,6.403574197934815,0
12361.0,5.662960480135946,1.6094379124341005,6.238812787119009,2.924736165400521,2.2086532731598423,5.978885764901122,3
12362.0,1.3862943611198906,2.4849066497880004,8.586202329437555,3.047412852487761,2.2355966318795235,6.601230118728877,0
12363.0,4.709530201312334,1.0986122886681098,6.315358001522335,3.218875824868201,2.930613874174598,4.890349128221754,3
12364.0,2.19722457733622,1.6094379124341005,7.180907299649593,2.8002181945034623,2.9294667718474705,4.653960350157523,0
12365.0,5.676753802268282,1.0986122886681098,6.465180028897591,3.4063055249763377,2.1870722058722016,0.0,1
12366.0,6.453624998892692,0.6931471805599453,6.217085028297085,5.122454904814821,4.601831284722577,0.0,2
12367.0,1.6094379124341005,0.6931471805599453,5.135210028677887,2.794505868158117,2.817040484810615,0.0,1
